SC001,SC002,SC003,SC004,SC005,SC006,SC007,SC008,SC009,SC010,SC011,SC012,SC013,SC014,SC015,SC016,SC017,SC018,SC019,SC020
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000255,TO_CO_TFTU000253,TO_CO_TFTU000204,TO_CO_TFTU000216,TO_CO_TFTU000256,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000258,TO_CO_TFTU000270,TO_CO_TFTU000250,TO_CO_TFTU000256,TO_CO_TFTU000244,TO_CO_TFTU000260,TO_CO_TFTU000260,TO_CO_TFTU000253,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000208,TO_CO_TFTU000243,TO_CO_TFTU000251,TO_CO_TFTU000248,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000237,TO_CO_TFTU000261,TO_CO_TFTU000263,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000216,TO_CO_TFTU000055,TO_CO_TFTU000254,TO_CO_TFTU000257,TO_CO_TFTU000242,TO_CO_TFTU000233,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000259,TO_CO_TFTU000198,TO_CO_TFTU000219,TO_CO_TFTU000255,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000258,TO_CO_TFTU000269,TO_CO_TFTU000250,TO_CO_TFTU000256,TO_CO_TFTU000244,TO_CO_TFTU000253,TO_CO_TFTU000232,TO_CO_TFTU000232,TO_CO_TFTU000262
TO_CO_TFTU000245,TO_CO_TFTU000198,TO_CO_TFTU000249,TO_CO_TFTU000251,TO_CO_TFTU000248,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000237,TO_CO_TFTU000265,TO_CO_TFTU000263,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000216,TO_CO_TFTU000055,TO_CO_TFTU000252,TO_CO_TFTU000257,TO_CO_TFTU000227,TO_CO_TFTU000233,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000077,TO_CO_TFTU000260,TO_CO_TFTU000198,TO_CO_TFTU000204,TO_CO_TFTU000204,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000254,TO_CO_TFTU000266,TO_CO_TFTU000250,TO_CO_TFTU000219,TO_CO_TFTU000244,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000259,TO_CO_TFTU000262
TO_CO_TFTU000245,TO_CO_TFTU000259,TO_CO_TFTU000249,TO_CO_TFTU000251,TO_CO_TFTU000248,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000243,TO_CO_TFTU000270,TO_CO_TFTU000266,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000218,TO_CO_TFTU000055,TO_CO_TFTU000254,TO_CO_TFTU000257,TO_CO_TFTU000267,TO_CO_TFTU000233,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000204,TO_CO_TFTU000259,TO_CO_TFTU000204,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000256,TO_CO_TFTU000266,TO_CO_TFTU000250,TO_CO_TFTU000219,TO_CO_TFTU000244,TO_CO_TFTU000253,TO_CO_TFTU000232,TO_CO_TFTU000259,TO_CO_TFTU000202
TO_CO_TFTU000245,TO_CO_TFTU000198,TO_CO_TFTU000261,TO_CO_TFTU000251,TO_CO_TFTU000262,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000243,TO_CO_TFTU000268,TO_CO_TFTU000266,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000224,TO_CO_TFTU000055,TO_CO_TFTU000254,TO_CO_TFTU000257,TO_CO_TFTU000267,TO_CO_TFTU000233,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000198,TO_CO_TFTU000204,TO_CO_TFTU000259,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000260,TO_CO_TFTU000269,TO_CO_TFTU000250,TO_CO_TFTU000198,TO_CO_TFTU000244,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000198,TO_CO_TFTU000261,TO_CO_TFTU000251,TO_CO_TFTU000262,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000265,TO_CO_TFTU000268,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000227,TO_CO_TFTU000055,TO_CO_TFTU000232,TO_CO_TFTU000257,TO_CO_TFTU000237,TO_CO_TFTU000249,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000204,TO_CO_TFTU000224,TO_CO_TFTU000204,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000255,TO_CO_TFTU000274,TO_CO_TFTU000250,TO_CO_TFTU000256,TO_CO_TFTU000244,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000256,TO_CO_TFTU000268,TO_CO_TFTU000251,TO_CO_TFTU000262,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000237,TO_CO_TFTU000266,TO_CO_TFTU000265,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000264,TO_CO_TFTU000055,TO_CO_TFTU000077,TO_CO_TFTU000257,TO_CO_TFTU000273,TO_CO_TFTU000243,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000204,TO_CO_TFTU000224,TO_CO_TFTU000260,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000255,TO_CO_TFTU000224,TO_CO_TFTU000250,TO_CO_TFTU000204,TO_CO_TFTU000244,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000262
TO_CO_TFTU000245,TO_CO_TFTU000267,TO_CO_TFTU000268,TO_CO_TFTU000251,TO_CO_TFTU000252,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000243,TO_CO_TFTU000270,TO_CO_TFTU000270,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000264,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000273,TO_CO_TFTU000249,TO_CO_TFTU000247
TO_CO_TFTU000246,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000204,TO_CO_TFTU000264,TO_CO_TFTU000256,TO_CO_TFTU000178,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000258,TO_CO_TFTU000236,TO_CO_TFTU000250,TO_CO_TFTU000264,TO_CO_TFTU000244,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000262
TO_CO_TFTU000245,TO_CO_TFTU000198,TO_CO_TFTU000263,TO_CO_TFTU000251,TO_CO_TFTU000271,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000272,TO_CO_TFTU000263,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000272,TO_CO_TFTU000268,TO_CO_TFTU000247
TO_CO_TFTU000254,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000198,TO_CO_TFTU000216,TO_CO_TFTU000258,TO_CO_TFTU000227,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000216,TO_CO_TFTU000224,TO_CO_TFTU000250,TO_CO_TFTU000219,TO_CO_TFTU000255,TO_CO_TFTU000259,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000262
TO_CO_TFTU000245,TO_CO_TFTU000255,TO_CO_TFTU000269,TO_CO_TFTU000251,TO_CO_TFTU000262,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000268,TO_CO_TFTU000266,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000227,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000236,TO_CO_TFTU000268,TO_CO_TFTU000247
TO_CO_TFTU000254,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000255,TO_CO_TFTU000259,TO_CO_TFTU000260,TO_CO_TFTU000279,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000264,TO_CO_TFTU000227,TO_CO_TFTU000250,TO_CO_TFTU000219,TO_CO_TFTU000255,TO_CO_TFTU000253,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000227,TO_CO_TFTU000261,TO_CO_TFTU000251,TO_CO_TFTU000271,TO_CO_TFTU000228,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000266,TO_CO_TFTU000265,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000258,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000236,TO_CO_TFTU000237,TO_CO_TFTU000247
TO_CO_TFTU000267,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000219,TO_CO_TFTU000254,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000264,TO_CO_TFTU000273,TO_CO_TFTU000250,TO_CO_TFTU000219,TO_CO_TFTU000254,TO_CO_TFTU000256,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000259
TO_CO_TFTU000245,TO_CO_TFTU000227,TO_CO_TFTU000270,TO_CO_TFTU000251,TO_CO_TFTU000262,TO_CO_TFTU000198,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000272,TO_CO_TFTU000266,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000259,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000272,TO_CO_TFTU000261,TO_CO_TFTU000247
TO_CO_TFTU000267,TO_CO_TFTU000050,TO_CO_TFTU000183,TO_CO_TFTU000252,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000219,TO_CO_TFTU000198,TO_CO_TFTU000270,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000258,TO_CO_TFTU000276,TO_CO_TFTU000250,TO_CO_TFTU000227,TO_CO_TFTU000258,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000263,TO_CO_TFTU000251,TO_CO_TFTU000271,TO_CO_TFTU000198,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000269,TO_CO_TFTU000272,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000259,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000264,TO_CO_TFTU000270,TO_CO_TFTU000247
TO_CO_TFTU000273,TO_CO_TFTU000266,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000227,TO_CO_TFTU000204,TO_CO_TFTU000270,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000264,TO_CO_TFTU000237,TO_CO_TFTU000250,TO_CO_TFTU000224,TO_CO_TFTU000255,TO_CO_TFTU000216,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000263,TO_CO_TFTU000262,TO_CO_TFTU000077,TO_CO_TFTU000198,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000266,TO_CO_TFTU000269,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000259,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000264,TO_CO_TFTU000270,TO_CO_TFTU000247
TO_CO_TFTU000273,TO_CO_TFTU000265,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000219,TO_CO_TFTU000204,TO_CO_TFTU000279,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000267,TO_CO_TFTU000276,TO_CO_TFTU000250,TO_CO_TFTU000227,TO_CO_TFTU000255,TO_CO_TFTU000216,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000077
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000219,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000271,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000259,TO_CO_TFTU000265,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000258,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000259,TO_CO_TFTU000274,TO_CO_TFTU000247
TO_CO_TFTU000237,TO_CO_TFTU000274,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000224,TO_CO_TFTU000272,TO_CO_TFTU000268,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000267,TO_CO_TFTU000276,TO_CO_TFTU000250,TO_CO_TFTU000267,TO_CO_TFTU000255,TO_CO_TFTU000255,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000259,TO_CO_TFTU000262,TO_CO_TFTU000262,TO_CO_TFTU000264,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000224,TO_CO_TFTU000269,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000258,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000259,TO_CO_TFTU000274,TO_CO_TFTU000247
TO_CO_TFTU000259,TO_CO_TFTU000270,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000255,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000264,TO_CO_TFTU000237,TO_CO_TFTU000250,TO_CO_TFTU000237,TO_CO_TFTU000267,TO_CO_TFTU000198,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000198,TO_CO_TFTU000077,TO_CO_TFTU000271,TO_CO_TFTU000198,TO_CO_TFTU000108,TO_CO_TFTU000240,TO_CO_TFTU000236,TO_CO_TFTU000236,TO_CO_TFTU000268,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000259,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000264,TO_CO_TFTU000263,TO_CO_TFTU000247
TO_CO_TFTU000255,TO_CO_TFTU000266,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000264,TO_CO_TFTU000273,TO_CO_TFTU000250,TO_CO_TFTU000236,TO_CO_TFTU000267,TO_CO_TFTU000198,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000198,TO_CO_TFTU000262,TO_CO_TFTU000262,TO_CO_TFTU000224,TO_CO_TFTU000108,TO_CO_TFTU000269,TO_CO_TFTU000236,TO_CO_TFTU000227,TO_CO_TFTU000266,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000255,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000259,TO_CO_TFTU000261,TO_CO_TFTU000247
TO_CO_TFTU000255,TO_CO_TFTU000270,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000224,TO_CO_TFTU000278,TO_CO_TFTU000250,TO_CO_TFTU000198,TO_CO_TFTU000267,TO_CO_TFTU000264,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000273,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000219,TO_CO_TFTU000108,TO_CO_TFTU000268,TO_CO_TFTU000236,TO_CO_TFTU000236,TO_CO_TFTU000274,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000259,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000266,TO_CO_TFTU000273,TO_CO_TFTU000247
TO_CO_TFTU000264,TO_CO_TFTU000269,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000285,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000227,TO_CO_TFTU000236,TO_CO_TFTU000250,TO_CO_TFTU000236,TO_CO_TFTU000255,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000273,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000198,TO_CO_TFTU000108,TO_CO_TFTU000268,TO_CO_TFTU000236,TO_CO_TFTU000219,TO_CO_TFTU000274,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000262,TO_CO_TFTU000055,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000227,TO_CO_TFTU000273,TO_CO_TFTU000202
TO_CO_TFTU000264,TO_CO_TFTU000274,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000285,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000219,TO_CO_TFTU000280,TO_CO_TFTU000250,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000227,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000219,TO_CO_TFTU000280,TO_CO_TFTU000265,TO_CO_TFTU000236,TO_CO_TFTU000219,TO_CO_TFTU000279,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000266,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000266,TO_CO_TFTU000273,TO_CO_TFTU000077
TO_CO_TFTU000259,TO_CO_TFTU000268,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000274,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000219,TO_CO_TFTU000243,TO_CO_TFTU000250,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000227,TO_CO_TFTU000262,TO_CO_TFTU000262,TO_CO_TFTU000198,TO_CO_TFTU000208,TO_CO_TFTU000265,TO_CO_TFTU000236,TO_CO_TFTU000259,TO_CO_TFTU000198,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000265,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000264,TO_CO_TFTU000219,TO_CO_TFTU000077
TO_CO_TFTU000264,TO_CO_TFTU000266,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000274,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000276,TO_CO_TFTU000278,TO_CO_TFTU000198,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000219,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000198,TO_CO_TFTU000208,TO_CO_TFTU000265,TO_CO_TFTU000236,TO_CO_TFTU000280,TO_CO_TFTU000237,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000265,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000264,TO_CO_TFTU000280,TO_CO_TFTU000077
TO_CO_TFTU000255,TO_CO_TFTU000274,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000249,TO_CO_TFTU000243,TO_CO_TFTU000198,TO_CO_TFTU000224,TO_CO_TFTU000259,TO_CO_TFTU000258,TO_CO_TFTU000232,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000237,TO_CO_TFTU000271,TO_CO_TFTU000262,TO_CO_TFTU000236,TO_CO_TFTU000208,TO_CO_TFTU000265,TO_CO_TFTU000236,TO_CO_TFTU000280,TO_CO_TFTU000237,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000269,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000276,TO_CO_TFTU000273,TO_CO_TFTU000077
TO_CO_TFTU000258,TO_CO_TFTU000274,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000260,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000198,TO_CO_TFTU000286,TO_CO_TFTU000264,TO_CO_TFTU000224,TO_CO_TFTU000259,TO_CO_TFTU000255,TO_CO_TFTU000264,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000276,TO_CO_TFTU000077,TO_CO_TFTU000262,TO_CO_TFTU000276,TO_CO_TFTU000208,TO_CO_TFTU000265,TO_CO_TFTU000236,TO_CO_TFTU000237,TO_CO_TFTU000237,TO_CO_TFTU000044,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000269,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000276,TO_CO_TFTU000273,TO_CO_TFTU000273
TO_CO_TFTU000264,TO_CO_TFTU000281,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000283,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000277,TO_CO_TFTU000198,TO_CO_TFTU000264,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000255,TO_CO_TFTU000237,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000245,TO_CO_TFTU000204,TO_CO_TFTU000276,TO_CO_TFTU000077,TO_CO_TFTU000262,TO_CO_TFTU000277,TO_CO_TFTU000208,TO_CO_TFTU000269,TO_CO_TFTU000236,TO_CO_TFTU000198,TO_CO_TFTU000280,TO_CO_TFTU000219,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000265,TO_CO_TFTU000253,TO_CO_TFTU000257,TO_CO_TFTU000276,TO_CO_TFTU000276,TO_CO_TFTU000271
TO_CO_TFTU000259,TO_CO_TFTU000270,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000283,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000281,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000277,TO_CO_TFTU000227,TO_CO_TFTU000198,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000255,TO_CO_TFTU000281,TO_CO_TFTU000218,TO_CO_TFTU000252
TO_CO_TFTU000275,TO_CO_TFTU000204,TO_CO_TFTU000236,TO_CO_TFTU000077,TO_CO_TFTU000262,TO_CO_TFTU000276,TO_CO_TFTU000202,TO_CO_TFTU000270,TO_CO_TFTU000236,TO_CO_TFTU000219,TO_CO_TFTU000278,TO_CO_TFTU000219,TO_CO_TFTU000060,TO_CO_TFTU000267,TO_CO_TFTU000268,TO_CO_TFTU000263,TO_CO_TFTU000257,TO_CO_TFTU000276,TO_CO_TFTU000273,TO_CO_TFTU000271
TO_CO_TFTU000259,TO_CO_TFTU000274,TO_CO_TFTU000183,TO_CO_TFTU000254,TO_CO_TFTU000283,TO_CO_TFTU000256,TO_CO_TFTU000272,TO_CO_TFTU000216,TO_CO_TFTU000278,TO_CO_TFTU000061,TO_CO_TFTU000206,TO_CO_TFTU000277,TO_CO_TFTU000227,TO_CO_TFTU000273,TO_CO_TFTU000224,TO_CO_TFTU000258,TO_CO_TFTU000258,TO_CO_TFTU000281,TO_CO_TFTU000218,TO_CO_TFTU000252
